"年","月","日","時","分","縣市","區","死","受傷","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標緯度","GPS座標經度","事故類別"
"2019","3","1","15","45","臺中市","西區","0","2","8","1","5","50","14","8","1","5","4","5","7","4","4","1","4","4","2","17","40","3","10","1","1","B03","7","13","1","8","2","2","","40","40","1","21","8","B03","24.147527","120.657228","2"
"2019","3","1","15","45","臺中市","大肚區","0","2","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","12","","6","6","1","21","8","C03","24.157046","120.534905","2"
"2019","3","1","15","54","臺中市","南區","0","0","8","","","50","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","23","","1","21","","B03","24.125911","120.669821","3"
"2019","3","1","16","0","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A12","","","1","","2","","","23","","1","","","A12","24.157628","120.689761","3"
"2019","3","1","16","1","臺中市","南屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B01","","","1","","2","","","23","","1","22","","B01","24.151852","120.63713","3"
"2019","3","1","16","5","臺中市","東區","0","1","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","16","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","21","8","C03","24.14798","120.693461","2"
"2019","3","1","16","7","臺中市","梧棲區","0","1","8","1","5","80","14","7","1","5","4","5","7","4","4","10","5","2","1","13","23","3","10","1","1","B03","7","9","1","8","2","1","","23","23","1","2","9","B03","24.264625","120.542498","2"
"2019","3","1","16","10","臺中市","烏日區","0","1","8","1","5","50","4","1","1","5","4","5","7","4","4","1","4","5","1","16","27","3","10","1","1","C03","7","5","1","10","2","14","","27","27","1","21","8","C03","24.118005","120.582236","2"
"2019","3","1","16","24","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.164642","120.658835","3"
"2019","3","1","16","26","臺中市","北屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","","","B03","24.188945","120.779151","3"
"2019","3","1","16","37","臺中市","清水區","","","8","","","80","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","16","","1","21","","B12","24.274505","120.546854","4"
"2019","3","1","16","47","臺中市","東區","0","0","8","","","80","","","","","","","","","","","","","","","16","","","","","B03","","","1","8","2","","","16","16","1","","","B03","24.128907","120.705697","3"
"2019","3","1","16","54","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","22","","C03","24.202684","120.65375","3"
"2019","3","1","16","57","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","43","3","","","","C03","","","1","","2","","","43","43","","21","","C03","24.186495","120.677526","3"
"2019","3","1","17","15","臺中市","后里區","0","1","8","1","5","60","3","1","1","5","4","5","7","4","4","1","4","4","1","16","6","3","10","1","1","B01","7","6","1","4","2","2","","6","6","1","21","8","B01","24.29943","120.723043","2"
"2019","3","1","17","39","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","1","9","","B12","24.182447","120.623744","3"
"2019","3","1","17","45","臺中市","大雅區","0","1","8","1","5","50","3","1","1","5","4","5","7","1","1","5","5","5","1","16","6","3","10","1","1","C04","7","5","1","10","2","12","","6","6","1","21","8","C04","24.231568","120.673446","2"
"2019","3","1","17","59","臺中市","太平區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.1258","120.712581","3"
"2019","3","1","18","18","臺中市","中區","0","1","8","3","5","50","14","9","1","5","4","5","7","2","1","5","2","5","2","13","23","2","7","1","1","C03","7","9","1","10","2","11","","23","23","1","5","6","C03","24.142312","120.684259","2"
"2019","3","1","18","18","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","","","B03","24.176206","120.625038","3"
"2019","3","1","18","20","臺中市","北區","0","1","8","3","5","50","14","7","1","5","4","5","7","4","4","3","4","4","2","3","51","2","7","4","5","H01","8","16","8","20","8","16","","51","51","1","21","8","H01","24.147333","120.687709","2"
"2019","3","1","18","25","臺中市","烏日區","0","1","8","3","5","50","14","9","1","5","4","5","7","4","4","5","5","5","2","16","8","3","10","1","1","B03","7","5","1","8","2","1","","8","8","1","5","8","B03","24.115067","120.61569","2"
"2019","3","1","18","25","臺中市","后里區","0","0","8","3","5","50","3","2","1","5","4","5","7","4","4","1","4","4","1","12","42","3","10","1","1","B03","7","4","1","8","2","5","","42","42","1","21","8","B03","24.315243","120.697233","3"
"2019","3","1","18","31","臺中市","北區","0","1","8","3","5","50","5","1","1","5","4","5","7","1","1","5","4","5","2","16","26","3","10","1","1","B03","7","9","1","8","2","5","","26","26","1","5","8","B03","24.154793","120.686126","2"
"2019","3","1","18","35","臺中市","北區","0","0","8","","","40","","","","","","","","","","","","","","","44","","","","","B03","","","1","","2","","","23","44","1","","","B03","24.166944","120.669166","3"
"2019","3","1","18","39","臺中市","西區","0","1","8","3","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","6","3","10","1","1","B01","7","6","1","4","2","2","","6","6","1","10","9","B01","24.142893","120.67396","2"
"2019","3","1","18","39","臺中市","北區","0","0","8","","","40","","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","23","17","1","22","","B03","24.153475","120.68367","3"
"2019","3","1","18","40","臺中市","大雅區","0","2","8","3","5","50","5","1","1","5","4","5","7","1","1","5","5","5","1","17","8","3","10","1","1","B03","7","5","1","8","2","1","","8","8","1","21","8","B03","24.215859","120.667633","2"
"2019","3","1","18","42","臺中市","北屯區","0","2","8","3","5","50","14","7","1","5","4","5","7","4","4","5","5","4","2","12","1","3","10","1","1","B12","7","4","1","8","2","2","","1","1","1","21","8","B12","24.181434","120.711658","2"
"2019","3","1","18","45","臺中市","潭子區","0","2","8","3","5","50","5","1","1","5","4","5","7","1","1","5","4","4","2","10","42","2","9","1","1","C03","7","1","4","7","2","11","","42","42","1","22","9","C03","24.21032","120.686848","2"
"2019","3","1","18","55","臺中市","中區","0","0","8","3","5","50","14","7","1","5","4","5","7","4","4","5","4","4","2","17","43","3","10","1","1","A02","7","9","1","1","2","2","","43","43","1","20","8","A02","24.142437","120.679439","3"
"2019","3","1","18","56","臺中市","西屯區","0","1","8","3","5","40","14","8","1","5","4","5","7","4","4","9","4","4","2","12","1","3","10","1","1","C03","7","1","1","10","2","12","","1","1","1","21","8","C03","24.186174","120.621836","2"
"2019","3","1","19","0","臺中市","西區","0","0","8","3","5","50","14","9","1","5","4","5","7","4","4","4","4","5","2","13","","","","","","B03","","","1","","2","","","23","","1","20","","B03","24.150904","120.66298","3"
"2019","3","1","19","2","臺中市","北屯區","0","0","8","","","40","","","","","","","","","","","","","","","19","3","","","","B03","","","1","","2","","","19","19","","21","","B03","24.170483","120.691358","3"
"2019","3","1","19","5","臺中市","北屯區","0","1","8","3","5","50","3","1","1","5","4","5","7","1","1","1","3","1","2","16","6","3","10","1","1","B03","7","6","1","8","2","2","","6","6","1","21","8","B03","24.162033","120.722971","2"
"2019","3","1","19","6","臺中市","西屯區","0","1","8","3","5","40","3","2","1","5","4","5","7","4","4","1","4","5","2","18","23","2","9","1","1","C03","7","6","1","10","2","12","","23","23","1","22","8","C03","24.192023","120.599193","2"
"2019","3","1","19","8","臺中市","東區","0","1","8","2","5","50","14","9","1","5","4","5","7","4","4","5","5","5","2","16","26","3","10","1","1","B01","7","5","1","2","2","1","","26","26","1","21","8","B01","24.140815","120.710014","2"
"2019","3","1","19","27","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.166212","120.652298","3"
"2019","3","1","19","43","臺中市","東勢區","0","1","8","3","5","70","14","7","1","5","4","5","7","4","4","1","3","1","1","12","6","3","10","1","1","B03","7","9","1","8","2","6","","6","6","1","22","8","B03","24.24728","120.831701","2"
"2019","3","1","19","54","臺中市","烏日區","0","1","8","3","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","3","10","1","1","C03","7","9","1","10","2","12","","6","6","1","22","8","C03","24.103705","120.6374","2"
"2019","3","1","20","0","臺中市","大里區","0","0","8","3","5","50","14","9","1","5","4","5","7","4","4","5","4","5","1","13","23","3","10","1","1","B03","7","9","1","8","2","1","","23","23","1","5","8","B03","24.102265","120.688473","3"
"2019","3","1","20","4","臺中市","西屯區","0","1","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","1","","6","6","1","21","8","B03","24.175861","120.637407","2"
"2019","3","1","20","5","臺中市","南區","0","0","","","","","","","","","","","","","","","","","","","23","3","","","","B03","","","1","","2","","","23","23","1","22","","B03","24.127778","120.667081","3"
"2019","3","1","20","9","臺中市","西屯區","0","1","8","3","5","40","3","1","1","5","4","5","7","2","1","10","5","5","2","12","43","3","10","1","1","B03","7","6","1","8","2","5","","43","43","1","21","8","B03","24.16896","120.639053","2"
"2019","3","1","20","10","臺中市","大肚區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","21","","B03","24.125275","120.561186","3"
"2019","3","1","20","16","臺中市","太平區","0","2","8","3","5","40","3","9","1","5","4","5","7","4","4","5","5","5","1","16","6","2","9","1","1","C03","7","5","1","10","2","11","","6","6","1","4","5","C03","24.133401","120.720881","2"
"2019","3","1","20","21","臺中市","大雅區","0","2","8","3","5","50","14","9","1","5","4","5","7","4","4","1","4","5","1","13","16","2","9","1","1","C03","7","12","1","10","2","11","","16","16","1","22","9","C03","24.237955","120.633482","2"
"2019","3","1","20","24","臺中市","中區","0","0","8","3","5","50","14","9","1","5","4","5","7","4","4","10","5","5","2","14","","3","","","","B03","","","1","","2","","","12","","1","21","","B03","24.139193","120.679716","3"
"2019","3","1","20","25","臺中市","后里區","0","0","8","3","5","40","14","9","1","5","4","5","7","4","4","10","5","5","2","14","12","3","10","1","1","B03","7","2","1","8","2","3","","12","12","1","21","8","B03","24.322808","120.749801","3"
"2019","3","1","20","35","臺中市","神岡區","0","0","8","","","40","","","","","","","","","","","","","","","18","","","","","B03","","","1","","2","","","18","18","1","21","","B03","24.244998","120.684883","3"
"2019","3","1","20","56","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B01","","","1","","2","","","16","","1","22","","B01","24.197115","120.65726","3"
"2019","3","1","21","0","臺中市","清水區","0","2","8","4","5","50","14","9","1","5","4","5","7","4","4","7","5","5","1","3","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","5","7","C03","24.268046","120.564628","2"
"2019","3","1","21","5","臺中市","潭子區","0","0","8","","","80","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","43","","1","22","","B03","24.200696","120.707007","3"
"2019","3","1","21","9","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","23","3","","","","B03","","","1","8","2","1","","23","23","1","21","8","B03","24.146717","120.656703","3"
"2019","3","1","21","15","臺中市","梧棲區","0","1","8","3","5","70","4","1","1","5","4","5","7","1","1","10","5","5","2","16","7","3","10","1","1","B03","7","8","1","8","2","2","","7","7","1","2","8","B03","24.254181","120.524346","2"
"2019","3","1","21","20","臺中市","沙鹿區","0","1","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","25","3","10","1","1","B03","7","9","1","8","2","5","","25","25","1","19","8","B03","24.22359","120.568817","2"
"2019","3","1","21","25","臺中市","梧棲區","0","2","8","3","5","40","14","11","1","5","4","5","7","1","1","1","3","4","2","18","43","2","9","1","1","C03","7","9","1","10","2","14","","43","43","1","5","8","C03","24.256585","120.558548","2"
"2019","3","1","21","30","臺中市","南屯區","0","2","8","3","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","15","25","2","9","1","1","C03","7","9","1","10","8","11","11","25","25","1","3","5","C03","24.141574","120.62087","2"
"2019","3","1","21","32","臺中市","南區","0","2","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","15","25","2","9","1","1","C03","7","9","3","18","2","12","","25","25","1","21","8","C03","24.132423","120.683896","2"
"2019","3","1","21","32","臺中市","西屯區","0","1","8","3","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","8","","6","6","1","21","8","B03","24.190403","120.612318","2"
"2019","3","1","21","47","臺中市","豐原區","0","1","8","3","5","60","14","7","1","5","4","5","7","4","4","1","3","4","2","13","21","2","9","1","1","C03","7","9","1","10","8","11","","21","21","1","12","5","C03","24.236944","120.706666","2"
"2019","3","1","22","8","臺中市","太平區","0","2","8","3","5","50","5","1","1","5","4","5","7","2","1","10","5","5","2","16","19","2","8","1","1","F03","7","1","8","20","2","16","","19","19","1","9","5","F03","24.149638","120.724659","2"
"2019","3","1","22","9","臺中市","南區","0","1","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","18","23","2","8","1","1","C03","7","9","1","10","2","12","","23","23","1","21","8","C03","24.130845","120.684508","2"
"2019","3","1","22","10","臺中市","豐原區","0","2","8","3","5","50","5","1","1","5","4","5","7","2","1","10","5","5","2","16","6","2","9","3","4","B12","7","5","6","8","8","1","","6","6","1","22","8","B12","24.244081","120.71768","2"
"2019","3","1","22","14","臺中市","北區","0","1","8","3","5","50","14","7","1","5","4","5","7","1","1","9","4","4","2","17","26","2","9","1","1","C03","7","5","1","10","2","11","","26","26","1","22","9","C03","24.168545","120.680155","2"
"2019","3","1","22","14","臺中市","太平區","0","2","8","3","5","50","3","1","1","5","4","5","7","4","4","10","5","4","1","16","6","2","8","1","1","C03","7","5","1","10","2","14","","6","6","1","21","8","C03","24.145681","120.726601","2"
