年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
2018,12,1,12,57,臺中市,北區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,1,1,1,4,4,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,5,8,C03,24.146266,120.682604,2
2018,12,1,13,2,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,  ,25,25,1,5,8,C03,24.150042,120.672986,2
2018,12,1,13,5,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,  ,,C03,24.180273,120.619383,3
2018,12,1,13,5,臺中市,沙鹿區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,11,6,3,10,1,1,B03,7,5,1,8,2,8,  ,6,6,1,4,8,B03,24.21234,120.580209,2
2018,12,1,13,13,臺中市,潭子區,0,4,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,20,23,2,9,1,1,B02,7,6,1,8,2,1,  ,23,23,1,21,8,B02,24.216363,120.687995,2
2018,12,1,13,14,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,  ,,B03,24.146877,120.640603,3
2018,12,1,13,26,臺中市,北區,,,,8,1,5,50,4,1,1,5,4,1,7,4,4,10,5,5,2,15,,,,,,B03,,,1,,2,,,6,,1,  ,,B03,24.161688,120.677326,3
2018,12,1,13,34,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,24.160437,120.680968,3
2018,12,1,13,42,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,16,19,3,10,1,1,B03,7,1,1,8,2,8,  ,19,19,1,21,8,B03,24.164095,120.715067,2
2018,12,1,13,45,臺中市,南區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,13,16,2,8,1,1,C03,7,9,1,10,2,11,  ,16,16,1,4,8,C03,24.119193,120.681783,2
2018,12,1,13,50,臺中市,沙鹿區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,9,,C03,24.240734,120.560686,4
2018,12,1,13,55,臺中市,大里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,8,  ,6,6,1,22,5,B03,24.109721,120.693655,2
2018,12,1,13,59,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,2,  ,25,25,1,22,8,B03,24.137873,120.632091,2
2018,12,1,14,5,臺中市,中區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,12,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,  ,1,21,  ,B03,24.139621,120.680166,3
2018,12,1,14,5,臺中市,北屯區,0,3,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,5,5,2,16,10,2,9,1,1,C03,7,11,1,10,2,14,  ,10,10,1,22,8,C03,24.187758,120.661142,2
2018,12,1,14,5,臺中市,西屯區,0,2,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,3,53,2,9,4,5,H01,8,16,8,20,10,16,  ,53,53,1,22,8,H01,24.176555,120.648303,2
2018,12,1,14,8,臺中市,西區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,  ,6,6,1,6,5,C03,24.147902,120.670952,2
2018,12,1,14,8,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,17,43,3,10,3,4,B03,7,1,1,8,2,15,  ,43,43,1,21,8,B03,24.16338,120.658023,2
2018,12,1,14,9,臺中市,龍井區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,1,2,8,  ,6,6,1,12,8,B03,24.211761,120.520111,2
2018,12,1,14,10,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,4,,,,,,,23,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,21,  ,B03,24.135712,120.653139,3
2018,12,1,14,10,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,11,  ,6,6,1,21,8,C03,24.173515,120.694525,2
2018,12,1,14,10,臺中市,沙鹿區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,4,,1,18,,C03,24.199233,120.571384,3
2018,12,1,14,12,臺中市,沙鹿區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,6,1,8,2,2,  ,6,6,1,21,8,B03,24.255878,120.569208,2
2018,12,1,14,15,臺中市,大雅區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,  ,,B03,24.234415,120.637025,3
2018,12,1,14,22,臺中市,大雅區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,22,9,C03,24.210579,120.660552,2
2018,12,1,14,25,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,26,26,1,  ,  ,B12,24.178381,120.738138,3
2018,12,1,14,28,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,4,4,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,  ,6,6,1,21,8,B03,24.173176,120.649013,2
2018,12,1,14,30,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,19,19,1,22,  ,B03,24.182728,120.688076,3
2018,12,1,14,30,臺中市,梧棲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,2,,B12,24.251003,120.550021,3
2018,12,1,14,31,臺中市,南屯區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,10,,,44,,1,22,,B03,24.14893,120.641846,3
2018,12,1,14,34,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,1,  ,44,25,1,6,8,B03,24.116558,120.670447,2
2018,12,1,14,40,臺中市,北屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,  ,,B03,24.18415,120.69256,3
2018,12,1,14,43,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,17,40,3,10,1,1,B03,7,13,1,8,2,4,  ,40,40,1,5,8,B03,24.151968,120.683558,2
2018,12,1,14,46,臺中市,北屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,42,,1,5,,B12,24.178172,120.714912,3
2018,12,1,14,50,臺中市,后里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,22,,B03,24.309185,120.726308,3
2018,12,1,14,50,臺中市,新社區,0,1,0,8,1,5,50,11,9,1,5,4,5,7,4,4,8,3,5,1,16,26,3,10,1,1,B12,7,11,1,8,2,8,  ,26,26,1,22,9,B12,24.137445,120.87602,2
2018,12,1,14,55,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B01,  ,  ,1,  ,2,  ,  ,23,23,1,10,  ,B01,24.181934,120.689008,3
2018,12,1,14,57,臺中市,潭子區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,24.188316,120.700839,3
2018,12,1,15,0,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,12,12,1,20,  ,B12,24.127335,120.694478,3
2018,12,1,15,1,臺中市,南區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,26,2,9,1,1,C03,7,5,1,10,2,14,  ,26,26,1,18,5,C03,24.116775,120.649692,2
2018,12,1,15,5,臺中市,大里區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,1,18,23,2,9,1,1,C03,7,9,1,10,2,14,  ,23,23,1,11,5,C03,24.116295,120.700028,2
2018,12,1,15,7,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,5,2,16,42,3,10,1,1,B03,7,6,1,8,2,2,  ,42,42,1,22,8,B03,24.183768,120.60793,2
2018,12,1,15,7,臺中市,西屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,22,8,C03,24.17991,120.64434,2
2018,12,1,15,7,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.145833,120.713611,3
2018,12,1,15,10,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.147802,120.647748,3
2018,12,1,15,11,臺中市,潭子區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.199856,120.701242,3
2018,12,1,15,17,臺中市,西屯區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,C04,7,5,1,10,2,11,  ,6,6,1,5,8,C04,24.155656,120.648308,2
2018,12,1,15,17,臺中市,太平區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,5,8,C03,24.157729,120.721746,2
2018,12,1,15,20,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,4,,,,,,,19,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,19,19,1,21,  ,B03,24.131158,120.649957,3
2018,12,1,15,23,臺中市,后里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,43,,1,  ,,C03,24.308951,120.721508,3
2018,12,1,15,29,臺中市,大雅區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,C03,7,5,1,10,2,11,  ,25,25,1,22,9,C03,24.241169,120.62999,2
2018,12,1,15,39,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,4,,B03,24.163583,120.647721,3
2018,12,1,15,40,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,43,,1,  ,,   ,24.17607,120.723288,3
2018,12,1,15,41,臺中市,大甲區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,5,  ,B03,24.338888,120.618298,3
2018,12,1,15,44,臺中市,沙鹿區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,4,C03,7,9,1,10,2,11,  ,6,6,1,4,8,C03,24.246137,120.56519,2
2018,12,1,15,45,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.149444,120.723611,3
2018,12,1,15,49,臺中市,霧峰區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,5,1,C03,24.071018,120.699425,2
2018,12,1,15,50,臺中市,南屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,7,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,7,7,1,  ,  ,B03,24.151729,120.623865,3
2018,12,1,16,3,臺中市,西區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,5,,C03,24.158238,120.657953,3
2018,12,1,16,3,臺中市,大里區,0,0,,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,5,,B03,24.10669,120.694288,3
2018,12,1,16,4,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,  ,,B03,24.158756,120.642906,3
2018,12,1,16,9,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,43,43,1,8,  ,B03,24.144581,120.725601,3
2018,12,1,16,14,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.152952,120.684852,3
2018,12,1,16,14,臺中市,北區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,11,,,23,,1,22,,B12,24.1469,120.6816,3
2018,12,1,16,15,臺中市,西屯區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,23,3,10,3,4,C03,7,9,1,10,9,14,  ,23,23,2,22,9,C03,24.172262,120.645503,3
2018,12,1,16,20,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,42,3,10,1,1,C03,7,9,1,10,2,12,  ,44,42,1,22,8,C03,24.175935,120.719528,2
2018,12,1,16,28,臺中市,西屯區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,1,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.161694,120.651701,2
2018,12,1,16,30,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,4,  ,6,6,1,21,8,B03,24.144983,120.625935,2
2018,12,1,16,34,臺中市,南區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,3,,B03,24.116558,120.670447,3
2018,12,1,16,40,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,5,,B03,24.115213,120.682553,3
2018,12,1,16,43,臺中市,南區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,12,17,3,10,1,1,C03,7,9,3,18,2,11,  ,17,17,1,5,5,C03,24.127264,120.669681,2
2018,12,1,16,48,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,6,,1,18,,C03,24.140737,120.731998,3
2018,12,1,16,51,臺中市,豐原區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,3,4,2,3,23,3,10,1,1,C03,7,9,1,10,9,12,  ,23,23,2,2,8,C03,24.25264,120.721255,2
2018,12,1,16,55,臺中市,沙鹿區,0,2,0,8,1,5,50,3,8,1,5,4,5,7,1,1,1,1,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,18,8,C03,24.215684,120.570866,2
2018,12,1,17,0,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,  ,1,22,  ,B03,24.153614,120.635599,3
2018,12,1,17,0,臺中市,神岡區,0,1,0,8,2,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,17,14,3,10,3,4,B03,7,9,1,8,2,8,  ,14,14,1,22,8,B03,24.273821,120.671846,2
2018,12,1,17,7,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,  ,,B03,24.178222,120.736578,3
2018,12,1,17,10,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,21,,B03,24.149248,120.71475,3
2018,12,1,17,10,臺中市,沙鹿區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,19,,1,5,,B02,24.203878,120.566785,3
2018,12,1,17,12,臺中市,東勢區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,9,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,4,11,  ,6,6,1,22,9,C03,24.27044,120.82307,2
2018,12,1,17,14,臺中市,中區,0,1,0,8,1,5,50,15,9,1,5,4,5,7,4,4,5,2,5,2,16,7,2,8,1,1,C03,7,7,1,10,2,14,  ,7,7,1,5,5,C03,24.143872,120.681021,2
2018,12,1,17,14,臺中市,大甲區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,42,,1,10,,A41,24.399398,120.618907,3
2018,12,1,17,15,臺中市,太平區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,44,2,9,1,1,C03,7,9,3,18,2,11,  ,26,44,1,22,8,C03,24.134722,120.732222,2
2018,12,1,17,17,臺中市,南屯區,0,0,,,,,,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,22,,B03,24.14844,120.622948,3
2018,12,1,17,24,臺中市,大里區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,12,,B03,24.104838,120.681566,3
2018,12,1,17,25,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,24.169705,120.672248,3
2018,12,1,17,26,臺中市,清水區,,,,8,,,70,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,21,,B12,24.284647,120.58363,4
2018,12,1,17,37,臺中市,太平區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,19,,B03,24.129543,120.725135,3
2018,12,1,17,37,臺中市,太平區,0,2,0,8,3,5,40,5,1,1,5,4,5,7,2,1,10,5,5,2,15,25,2,8,3,4,C03,7,9,1,10,2,11,  ,25,25,1,9,8,C03,24.149636,120.724825,2
2018,12,1,17,38,臺中市,太平區,0,1,0,8,2,5,50,3,2,1,5,4,5,7,4,4,5,5,5,1,16,1,2,9,1,1,C03,7,4,3,18,2,12,  ,1,1,1,5,8,C03,24.144444,120.714166,2
2018,12,1,17,40,臺中市,西屯區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,3,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,4,8,C03,24.171388,120.64907,2
2018,12,1,17,48,臺中市,沙鹿區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,9,4,4,2,17,25,2,9,1,1,C03,7,9,2,18,2,11,  ,25,25,1,22,8,C03,24.2356,120.557701,2
2018,12,1,17,56,臺中市,西屯區,0,0,,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,21,,B03,24.155248,120.624754,3
2018,12,1,18,5,臺中市,沙鹿區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,  ,4,,C03,24.238846,120.573192,3
2018,12,1,18,16,臺中市,太平區,0,1,0,8,3,5,50,14,12,1,5,4,5,7,2,1,4,4,4,1,12,23,2,8,1,1,C02,7,9,1,9,2,11,  ,23,23,1,4,5,C02,24.159484,120.705088,2
2018,12,1,18,20,臺中市,新社區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,4,2,4,1,16,6,3,10,1,1,B12,7,5,1,8,2,2,  ,6,6,1,22,8,B12,24.238423,120.806604,2
2018,12,1,18,20,臺中市,豐原區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,21,,B03,24.244996,120.703176,3
2018,12,1,18,33,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,25,3,10,1,1,C03,7,9,4,8,2,15,  ,25,25,1,22,8,C03,24.1571,120.6757,2
2018,12,1,18,37,臺中市,北屯區,0,3,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,5,5,2,13,23,2,9,1,1,B12,7,9,1,8,2,1,  ,23,23,1,22,8,B12,24.203945,120.686518,2
2018,12,1,18,40,臺中市,西屯區,0,1,0,8,3,5,50,3,1,1,5,4,3,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,  ,6,6,1,21,8,B03,24.159476,120.636108,2
2018,12,1,18,41,臺中市,太平區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,8,,B03,24.152369,120.732128,3
2018,12,1,18,45,臺中市,北屯區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,C03,7,6,1,10,2,13,  ,6,6,1,21,8,C03,24.170439,120.697808,2
2018,12,1,18,49,臺中市,東區,0,0,0,7,3,5,40,4,1,1,5,4,5,7,4,4,9,4,5,2,16,6,  ,  ,  ,  ,B03,  ,6,1,8,2,8,  ,6,6,1,5,  ,B03,24.134145,120.702431,3
2018,12,1,18,50,臺中市,南區,0,0,0,8,2,5,50,4,1,1,5,4,5,,1,1,10,5,5,2,23,21,3,10,1,1,B03,7,9,1,7,7,1,  ,21,21,1,5,8,B03,24.112755,120.670061,3
2018,12,1,18,54,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,  ,21,  ,B03,24.186897,120.686305,3
2018,12,1,19,0,臺中市,大雅區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A01,,,1,,2,,,18,,1,22,,A01,24.224813,120.653643,3
2018,12,1,19,5,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,9,,1,  ,,B03,24.178779,120.624503,3
2018,12,1,19,10,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,12,12,1,22,  ,B12,24.106751,120.624931,3
2018,12,1,19,10,臺中市,沙鹿區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,1,3,10,1,1,B03,7,4,1,8,2,2,  ,1,1,1,6,5,B03,24.231197,120.566182,2
2018,12,1,19,11,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,7,7,1,5,  ,B03,24.163014,120.718715,3
2018,12,1,19,16,臺中市,太平區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,C03,7,6,1,10,2,12,  ,6,6,1,18,8,C03,24.125595,120.713295,2
2018,12,1,19,20,臺中市,西屯區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,7,,1,21,,B12,24.182057,120.599591,3
2018,12,1,19,34,臺中市,大里區,0,2,0,8,3,5,40,4,1,1,5,4,5,7,2,1,1,4,5,1,17,21,2,9,1,1,C03,7,11,1,10,8,12,  ,21,21,1,22,8,C03,24.100683,120.69199,2
2018,12,1,19,50,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,12,12,1,22,  ,B03,24.158724,120.68368,3
2018,12,1,19,53,臺中市,潭子區,0,3,0,8,3,5,40,14,9,1,5,4,5,7,4,4,8,3,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,1,C03,24.199399,120.700189,2
2018,12,1,20,5,臺中市,北屯區,0,1,0,8,3,5,50,4,4,1,5,4,5,7,1,1,1,4,4,2,13,23,3,10,1,1,B03,7,9,1,8,2,5,  ,23,23,1,21,5,B03,24.179833,120.686161,2
2018,12,1,20,6,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.1536,120.6889,3
2018,12,1,20,10,臺中市,龍井區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,18,67,  ,  ,  ,  ,   ,  ,  ,  ,  ,  ,  ,  ,67,67,1,  ,  ,   ,24.192529,120.576586,2
2018,12,1,20,19,臺中市,西屯區,0,1,0,7,3,5,50,4,2,1,5,4,5,7,2,1,5,4,4,2,16,23,3,10,1,1,B03,7,9,1,8,2,1,  ,23,23,1,3,8,B03,24.178085,120.664868,2
2018,12,1,20,40,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,3,  ,  ,  ,A05,  ,  ,1,  ,2,  ,  ,23,  ,1,22,  ,A05,24.150244,120.622632,3
2018,12,1,20,44,臺中市,龍井區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,C03,7,9,1,10,2,11,  ,6,6,1,22,8,C03,24.180938,120.57825,2
2018,12,1,20,46,臺中市,南區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.114109,120.656262,3
2018,12,1,20,50,臺中市,神岡區,0,0,,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,,,,,,F03,,,8,,11,,,6,,  ,  ,,F03,24.254161,120.659881,3
2018,12,1,20,55,臺中市,龍井區,0,3,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,23,2,9,1,1,C03,7,9,2,18,2,11,  ,23,23,1,22,8,C03,24.190608,120.594074,2
2018,12,1,21,15,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.201151,120.669079,3
2018,12,1,21,25,臺中市,西屯區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,43,,1,22,,B03,24.19519,120.658332,3
2018,12,1,21,26,臺中市,梧棲區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,16,44,2,9,1,1,C03,7,9,1,10,2,14,  ,23,44,1,9,8,C03,24.249456,120.538123,2
2018,12,1,21,30,臺中市,大雅區,0,2,0,8,3,5,50,4,2,1,5,4,5,7,1,1,1,2,4,1,13,16,2,1,1,1,B03,7,9,1,8,2,1,  ,16,16,1,22,8,B03,24.230757,120.640567,2
2018,12,1,21,43,臺中市,烏日區,0,1,0,8,4,5,40,14,16,1,5,4,5,7,4,4,10,5,5,1,13,16,3,10,1,1,B03,7,9,1,8,2,1,  ,16,16,1,22,8,B03,24.117505,120.618079,2
2018,12,1,21,45,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,21,  ,B03,24.181505,120.723346,3
2018,12,1,21,47,臺中市,西區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,  ,6,6,1,21,8,B03,24.163021,120.661863,2
2018,12,1,21,50,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,24.1492,120.6808,3
